year,ncessch,school_name,state_name,disability,enrollment_crdc
2013,1.10003E+11,PEABODY ES CAPITAL HILL CLUSTER,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,PEABODY ES CAPITAL HILL CLUSTER,District of Columbia,Total,230
2013,1.10003E+11,PEABODY ES CAPITAL HILL CLUSTER,District of Columbia,Students with disabilities served under IDEA,8
2013,1.10003E+11,PAYNE ES,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,PAYNE ES,District of Columbia,Total,261
2013,1.10003E+11,PAYNE ES,District of Columbia,Students with disabilities served under IDEA,39
2013,1.10003E+11,PATTERSON ES,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,PATTERSON ES,District of Columbia,Total,359
2013,1.10003E+11,PATTERSON ES,District of Columbia,Students with disabilities served under IDEA,74
2013,1.10003E+11,OYSTER ADAMS BILINGUAL SCHOOL OYSTER,District of Columbia,Students with disabilities served under Section 504,15
2013,1.10003E+11,OYSTER ADAMS BILINGUAL SCHOOL OYSTER,District of Columbia,Total,665
2013,1.10003E+11,OYSTER ADAMS BILINGUAL SCHOOL OYSTER,District of Columbia,Students with disabilities served under IDEA,68
2013,1.10003E+11,ORR ES,District of Columbia,Students with disabilities served under Section 504,6
2013,1.10003E+11,ORR ES,District of Columbia,Total,357
2013,1.10003E+11,ORR ES,District of Columbia,Students with disabilities served under IDEA,50
2013,1.10003E+11,NALLE ES,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,NALLE ES,District of Columbia,Total,368
2013,1.10003E+11,NALLE ES,District of Columbia,Students with disabilities served under IDEA,41
2013,1.10003E+11,NOYES ES,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,NOYES ES,District of Columbia,Total,311
2013,1.10003E+11,NOYES ES,District of Columbia,Students with disabilities served under IDEA,50
2013,1.10003E+11,GARFIELD ES,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,GARFIELD ES,District of Columbia,Total,267
2013,1.10003E+11,GARFIELD ES,District of Columbia,Students with disabilities served under IDEA,35
2013,1.10003E+11,GARRISON ES,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,GARRISON ES,District of Columbia,Total,284
2013,1.10003E+11,GARRISON ES,District of Columbia,Students with disabilities served under IDEA,76
2013,1.10003E+11,KIMBALL ES,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,KIMBALL ES,District of Columbia,Total,331
2013,1.10003E+11,KIMBALL ES,District of Columbia,Students with disabilities served under IDEA,35
2013,1.10003E+11,KEY ES,District of Columbia,Students with disabilities served under Section 504,9
2013,1.10003E+11,KEY ES,District of Columbia,Total,386
2013,1.10003E+11,KEY ES,District of Columbia,Students with disabilities served under IDEA,18
2013,1.10003E+11,KETCHAM ES,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,KETCHAM ES,District of Columbia,Total,309
2013,1.10003E+11,KETCHAM ES,District of Columbia,Students with disabilities served under IDEA,35
2013,1.10003E+11,JANNEY ES,District of Columbia,Students with disabilities served under Section 504,11
2013,1.10003E+11,JANNEY ES,District of Columbia,Total,628
2013,1.10003E+11,JANNEY ES,District of Columbia,Students with disabilities served under IDEA,30
2013,1.10003E+11,HYDE ADDISON ES,District of Columbia,Students with disabilities served under Section 504,8
2013,1.10003E+11,HYDE ADDISON ES,District of Columbia,Total,331
2013,1.10003E+11,HYDE ADDISON ES,District of Columbia,Students with disabilities served under IDEA,32
2013,1.10003E+11,HOUSTON ES,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,HOUSTON ES,District of Columbia,Total,275
2013,1.10003E+11,HOUSTON ES,District of Columbia,Students with disabilities served under IDEA,38
2013,1.10003E+11,HENDLEY ES,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,HENDLEY ES,District of Columbia,Total,521
2013,1.10003E+11,HENDLEY ES,District of Columbia,Students with disabilities served under IDEA,68
2013,1.10003E+11,HEARST ES,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,HEARST ES,District of Columbia,Total,290
2013,1.10003E+11,HEARST ES,District of Columbia,Students with disabilities served under IDEA,25
2013,1.10003E+11,C W  HARRIS ES,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,C W  HARRIS ES,District of Columbia,Total,269
2013,1.10003E+11,C W  HARRIS ES,District of Columbia,Students with disabilities served under IDEA,68
2013,1.10003E+11,HARDY MS,District of Columbia,Students with disabilities served under Section 504,5
2013,1.10003E+11,HARDY MS,District of Columbia,Total,379
2013,1.10003E+11,HARDY MS,District of Columbia,Students with disabilities served under IDEA,47
2013,1.10003E+11,STUART HOBSON MS CAPITOL HILL CLUSTER,District of Columbia,Students with disabilities served under Section 504,10
2013,1.10003E+11,STUART HOBSON MS CAPITOL HILL CLUSTER,District of Columbia,Total,417
2013,1.10003E+11,STUART HOBSON MS CAPITOL HILL CLUSTER,District of Columbia,Students with disabilities served under IDEA,47
2013,1.10003E+11,LUKE MOORE ALTERNATIVE HS,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,LUKE MOORE ALTERNATIVE HS,District of Columbia,Total,377
2013,1.10003E+11,LUKE MOORE ALTERNATIVE HS,District of Columbia,Students with disabilities served under IDEA,32
2013,1.10003E+11,BALLOU STAY,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,BALLOU STAY,District of Columbia,Total,587
2013,1.10003E+11,BALLOU STAY,District of Columbia,Students with disabilities served under IDEA,29
2013,1.10003E+11,ROOSEVELT STAY AT MACFARLAND,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,ROOSEVELT STAY AT MACFARLAND,District of Columbia,Total,857
2013,1.10003E+11,ROOSEVELT STAY AT MACFARLAND,District of Columbia,Students with disabilities served under IDEA,39
2013,1.10003E+11,MCKINLEY TECHNOLOGY HS,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,MCKINLEY TECHNOLOGY HS,District of Columbia,Total,676
2013,1.10003E+11,MCKINLEY TECHNOLOGY HS,District of Columbia,Students with disabilities served under IDEA,7
2013,1.10003E+11,KELLY MILLER MS,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,KELLY MILLER MS,District of Columbia,Total,517
2013,1.10003E+11,KELLY MILLER MS,District of Columbia,Students with disabilities served under IDEA,98
2013,1.10003E+11,YOUTH SERVICES CENTER,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,YOUTH SERVICES CENTER,District of Columbia,Total,93
2013,1.10003E+11,YOUTH SERVICES CENTER,District of Columbia,Students with disabilities served under IDEA,47
2013,1.10003E+11,INCARCERATED YOUTH PROGRAM CORRECTIONAL DETENTION,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,INCARCERATED YOUTH PROGRAM CORRECTIONAL DETENTION,District of Columbia,Total,26
2013,1.10003E+11,INCARCERATED YOUTH PROGRAM CORRECTIONAL DETENTION,District of Columbia,Students with disabilities served under IDEA,13
2013,1.10003E+11,COLUMBIA HEIGHTS EC,District of Columbia,Students with disabilities served under Section 504,9
2013,1.10003E+11,COLUMBIA HEIGHTS EC,District of Columbia,Total,1269
2013,1.10003E+11,COLUMBIA HEIGHTS EC,District of Columbia,Students with disabilities served under IDEA,118
2013,1.10003E+11,WASHINGTON METROPOLITAN HS FORMERLY YEA,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,WASHINGTON METROPOLITAN HS FORMERLY YEA,District of Columbia,Total,287
2013,1.10003E+11,WASHINGTON METROPOLITAN HS FORMERLY YEA,District of Columbia,Students with disabilities served under IDEA,44
2013,1.10003E+11,PHELPS ARCHITECTURE CONSTRUCTION AND ENGINEERING H,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,PHELPS ARCHITECTURE CONSTRUCTION AND ENGINEERING H,District of Columbia,Total,320
2013,1.10003E+11,PHELPS ARCHITECTURE CONSTRUCTION AND ENGINEERING H,District of Columbia,Students with disabilities served under IDEA,41
2013,1.10003E+11,LANGLEY EC,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,LANGLEY EC,District of Columbia,Total,286
2013,1.10003E+11,LANGLEY EC,District of Columbia,Students with disabilities served under IDEA,59
2013,1.10003E+11,CAPITOL HILL MONTESSORI SCHOOL AT LOGAN,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,CAPITOL HILL MONTESSORI SCHOOL AT LOGAN,District of Columbia,Total,290
2013,1.10003E+11,CAPITOL HILL MONTESSORI SCHOOL AT LOGAN,District of Columbia,Students with disabilities served under IDEA,8
2013,1.10003E+11,JEFFERSON MIDDLE SCHOOL ACADEMY,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,JEFFERSON MIDDLE SCHOOL ACADEMY,District of Columbia,Total,302
2013,1.10003E+11,JEFFERSON MIDDLE SCHOOL ACADEMY,District of Columbia,Students with disabilities served under IDEA,71
2013,1.10003E+11,SCHOOL WITHIN SCHOOL AT GODING,District of Columbia,Students with disabilities served under Section 504,5
2013,1.10003E+11,SCHOOL WITHIN SCHOOL AT GODING,District of Columbia,Total,205
2013,1.10003E+11,SCHOOL WITHIN SCHOOL AT GODING,District of Columbia,Students with disabilities served under IDEA,21
2013,1.10003E+11,MCKINLEY MIDDLE SCHOOL,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,MCKINLEY MIDDLE SCHOOL,District of Columbia,Total,196
2013,1.10003E+11,MCKINLEY MIDDLE SCHOOL,District of Columbia,Students with disabilities served under IDEA,47
2013,1.10003E+11,KIPP DC KEY ACADEMY PCS,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,KIPP DC KEY ACADEMY PCS,District of Columbia,Total,334
2013,1.10003E+11,KIPP DC KEY ACADEMY PCS,District of Columbia,Students with disabilities served under IDEA,35
2013,1.10003E+11,KIPP DC LEAP ACADEMY PCS,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,KIPP DC LEAP ACADEMY PCS,District of Columbia,Total,307
2013,1.10003E+11,KIPP DC LEAP ACADEMY PCS,District of Columbia,Students with disabilities served under IDEA,23
2013,1.10003E+11,KIPP DC WILL ACADEMY PCS,District of Columbia,Students with disabilities served under Section 504,7
2013,1.10003E+11,KIPP DC WILL ACADEMY PCS,District of Columbia,Total,389
2013,1.10003E+11,KIPP DC WILL ACADEMY PCS,District of Columbia,Students with disabilities served under IDEA,74
2013,1.10003E+11,KIPP DC AIM PCS ACADEMY PCS,District of Columbia,Students with disabilities served under Section 504,9
2013,1.10003E+11,KIPP DC AIM PCS ACADEMY PCS,District of Columbia,Total,335
2013,1.10003E+11,KIPP DC AIM PCS ACADEMY PCS,District of Columbia,Students with disabilities served under IDEA,71
2013,1.10003E+11,KIPP DC PROMISE PCS,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,KIPP DC PROMISE PCS,District of Columbia,Total,409
2013,1.10003E+11,KIPP DC PROMISE PCS,District of Columbia,Students with disabilities served under IDEA,53
2013,1.10003E+11,KIPP DC COLLEGE PREP PCS,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,KIPP DC COLLEGE PREP PCS,District of Columbia,Total,425
2013,1.10003E+11,KIPP DC COLLEGE PREP PCS,District of Columbia,Students with disabilities served under IDEA,80
2013,1.10003E+11,KIPP DC DISCOVER PCS,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,KIPP DC DISCOVER PCS,District of Columbia,Total,307
2013,1.10003E+11,KIPP DC DISCOVER PCS,District of Columbia,Students with disabilities served under IDEA,23
2013,1.10003E+11,KIPP DC GROW ACADEMY PCS,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,KIPP DC GROW ACADEMY PCS,District of Columbia,Total,305
2013,1.10003E+11,KIPP DC GROW ACADEMY PCS,District of Columbia,Students with disabilities served under IDEA,14
2013,1.10003E+11,KIPP DC HEIGHTS ACADEMY PCS,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,KIPP DC HEIGHTS ACADEMY PCS,District of Columbia,Total,313
2013,1.10003E+11,KIPP DC HEIGHTS ACADEMY PCS,District of Columbia,Students with disabilities served under IDEA,38
2013,1.10003E+11,KIPP DC LEAD ACADEMY,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,KIPP DC LEAD ACADEMY,District of Columbia,Total,216
2013,1.10003E+11,KIPP DC LEAD ACADEMY,District of Columbia,Students with disabilities served under IDEA,14
2013,1.10003E+11,KIPP DC CONNECT ACADEMY,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,KIPP DC CONNECT ACADEMY,District of Columbia,Total,202
2013,1.10003E+11,KIPP DC CONNECT ACADEMY,District of Columbia,Students with disabilities served under IDEA,
2013,1.10003E+11,KIPP DC SPRING ACADEMY,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,KIPP DC SPRING ACADEMY,District of Columbia,Total,101
2013,1.10003E+11,KIPP DC SPRING ACADEMY,District of Columbia,Students with disabilities served under IDEA,4
2013,1.10003E+11,LATIN AMERICA MONTESSORI BILINGUAL LAMB PCS,District of Columbia,Students with disabilities served under Section 504,19
2013,1.10003E+11,LATIN AMERICA MONTESSORI BILINGUAL LAMB PCS,District of Columbia,Total,326
2013,1.10003E+11,LATIN AMERICA MONTESSORI BILINGUAL LAMB PCS,District of Columbia,Students with disabilities served under IDEA,31
2013,1.10003E+11,THURGOOD MARSHALL ACADEMY PCS,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,THURGOOD MARSHALL ACADEMY PCS,District of Columbia,Total,402
2013,1.10003E+11,THURGOOD MARSHALL ACADEMY PCS,District of Columbia,Students with disabilities served under IDEA,44
2013,1.10004E+11,CAPITAL CITY LOWER PCS,District of Columbia,Students with disabilities served under Section 504,6
2013,1.10004E+11,CAPITAL CITY LOWER PCS,District of Columbia,Total,320
2013,1.10004E+11,CAPITAL CITY LOWER PCS,District of Columbia,Students with disabilities served under IDEA,19
2013,1.10004E+11,CAPITAL CITY MIDDLE SCHOOL PCS,District of Columbia,Students with disabilities served under Section 504,12
2013,1.10004E+11,CAPITAL CITY MIDDLE SCHOOL PCS,District of Columbia,Total,328
2013,1.10004E+11,CAPITAL CITY MIDDLE SCHOOL PCS,District of Columbia,Students with disabilities served under IDEA,62
2013,1.10004E+11,CAPITAL CITY HS PCS,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10004E+11,CAPITAL CITY HS PCS,District of Columbia,Total,343
2013,1.10004E+11,CAPITAL CITY HS PCS,District of Columbia,Students with disabilities served under IDEA,61
2013,1.10004E+11,PAUL PCS MIDDLE SCHOOL,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10004E+11,PAUL PCS MIDDLE SCHOOL,District of Columbia,Total,418
2013,1.10004E+11,PAUL PCS MIDDLE SCHOOL,District of Columbia,Students with disabilities served under IDEA,57
2013,1.10004E+11,PAUL PCS INTERNATIONAL HS,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10004E+11,PAUL PCS INTERNATIONAL HS,District of Columbia,Total,255
2013,1.10004E+11,PAUL PCS INTERNATIONAL HS,District of Columbia,Students with disabilities served under IDEA,29
2013,1.10004E+11,D C  BILINGUAL PCS,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10004E+11,D C  BILINGUAL PCS,District of Columbia,Total,385
2013,1.10004E+11,D C  BILINGUAL PCS,District of Columbia,Students with disabilities served under IDEA,57
2013,1.10004E+11,E L HAYNES PCS GEORGIA AVE,District of Columbia,Students with disabilities served under Section 504,17
2013,1.10004E+11,E L HAYNES PCS GEORGIA AVE,District of Columbia,Total,349
2013,1.10004E+11,E L HAYNES PCS GEORGIA AVE,District of Columbia,Students with disabilities served under IDEA,73
2013,1.10004E+11,E L HAYNES PCS KANSAS AVE HIGH SCHOOL,District of Columbia,Students with disabilities served under Section 504,6
2013,1.10004E+11,E L HAYNES PCS KANSAS AVE HIGH SCHOOL,District of Columbia,Total,342
2013,1.10004E+11,E L HAYNES PCS KANSAS AVE HIGH SCHOOL,District of Columbia,Students with disabilities served under IDEA,82
2013,1.10004E+11,E.L. HAYNES PCS KANSAS AVE ELEMENTARY SCHOOL,District of Columbia,Students with disabilities served under Section 504,11
2013,1.10004E+11,E.L. HAYNES PCS KANSAS AVE ELEMENTARY SCHOOL,District of Columbia,Total,384
2013,1.10004E+11,E.L. HAYNES PCS KANSAS AVE ELEMENTARY SCHOOL,District of Columbia,Students with disabilities served under IDEA,50
2013,1.10004E+11,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,District of Columbia,Students with disabilities served under Section 504,6
2013,1.10004E+11,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,District of Columbia,Total,372
2013,1.10004E+11,MARY MCLEOD BETHUNE DAY ACADEMY PCS SLOWE CAMPUS,District of Columbia,Students with disabilities served under IDEA,41
2013,1.10005E+11,TWO RIVERS PCS ES,District of Columbia,Students with disabilities served under Section 504,14
2013,1.10005E+11,TWO RIVERS PCS ES,District of Columbia,Total,520
2013,1.10005E+11,TWO RIVERS PCS ES,District of Columbia,Students with disabilities served under IDEA,110
2013,1.10005E+11,D C  PREP EDGEWOOD MIDDLE CAMPUS PCS,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10005E+11,D C  PREP EDGEWOOD MIDDLE CAMPUS PCS,District of Columbia,Total,286
2013,1.10005E+11,D C  PREP EDGEWOOD MIDDLE CAMPUS PCS,District of Columbia,Students with disabilities served under IDEA,39
2013,1.10005E+11,D C  PREP BENNING ELEMENTARY PCS,District of Columbia,Students with disabilities served under Section 504,7
2013,1.10005E+11,D C  PREP BENNING ELEMENTARY PCS,District of Columbia,Total,431
2013,1.10005E+11,D C  PREP BENNING ELEMENTARY PCS,District of Columbia,Students with disabilities served under IDEA,17
2013,1.10005E+11,D C  PREP EDGEWOOD ELEMENTARY PCS,District of Columbia,Students with disabilities served under Section 504,9
2013,1.10005E+11,D C  PREP EDGEWOOD ELEMENTARY PCS,District of Columbia,Total,427
2013,1.10005E+11,D C  PREP EDGEWOOD ELEMENTARY PCS,District of Columbia,Students with disabilities served under IDEA,23
2013,1.10005E+11,D C PREPARATORY BENNING MIDDLE CAMPUS,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10005E+11,D C PREPARATORY BENNING MIDDLE CAMPUS,District of Columbia,Total,77
2013,1.10005E+11,D C PREPARATORY BENNING MIDDLE CAMPUS,District of Columbia,Students with disabilities served under IDEA,7
2013,1.10005E+11,EAGLE ACADEMY PCS EAGLE CENTER AT MCGOGNEY,District of Columbia,Students with disabilities served under Section 504,10
2013,1.10005E+11,EAGLE ACADEMY PCS EAGLE CENTER AT MCGOGNEY,District of Columbia,Total,749
2013,1.10005E+11,EAGLE ACADEMY PCS EAGLE CENTER AT MCGOGNEY,District of Columbia,Students with disabilities served under IDEA,83
2013,1.10005E+11,EAGLE ACADEMY PCS NEW JERSEY AVENUE CAMPUS,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10005E+11,EAGLE ACADEMY PCS NEW JERSEY AVENUE CAMPUS,District of Columbia,Total,145
2013,1.10005E+11,EAGLE ACADEMY PCS NEW JERSEY AVENUE CAMPUS,District of Columbia,Students with disabilities served under IDEA,4
2013,1.10005E+11,HOPE COMMUNITY PCS LAMOND CAMPUS,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10005E+11,HOPE COMMUNITY PCS LAMOND CAMPUS,District of Columbia,Total,397
2013,1.10005E+11,HOPE COMMUNITY PCS LAMOND CAMPUS,District of Columbia,Students with disabilities served under IDEA,
2013,1.10005E+11,HOPE COMMUNITY PCS TOLSON CAMPUS,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10005E+11,HOPE COMMUNITY PCS TOLSON CAMPUS,District of Columbia,Total,453
2013,1.10005E+11,HOPE COMMUNITY PCS TOLSON CAMPUS,District of Columbia,Students with disabilities served under IDEA,
2013,1.10005E+11,APPLETREE EARLY LEARNING CENTER PCS COLUMBIA HEIGH,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10005E+11,APPLETREE EARLY LEARNING CENTER PCS COLUMBIA HEIGH,District of Columbia,Total,170
2013,1.10005E+11,APPLETREE EARLY LEARNING CENTER PCS COLUMBIA HEIGH,District of Columbia,Students with disabilities served under IDEA,8
2013,1.10005E+11,APPLETREE EARLY LEARNING CENTER PCS SOUTHWEST AMID,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10005E+11,APPLETREE EARLY LEARNING CENTER PCS SOUTHWEST AMID,District of Columbia,Total,76
2013,1.10005E+11,APPLETREE EARLY LEARNING CENTER PCS SOUTHWEST AMID,District of Columbia,Students with disabilities served under IDEA,4
2013,1.10005E+11,APPLETREE EARLY LEARNING CENTER PCS OKLAHOMA,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10005E+11,APPLETREE EARLY LEARNING CENTER PCS OKLAHOMA,District of Columbia,Total,170
2013,1.10005E+11,APPLETREE EARLY LEARNING CENTER PCS OKLAHOMA,District of Columbia,Students with disabilities served under IDEA,
2013,1.10005E+11,APPLETREE EARLY LEARNING PCS SOUTHEAST,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10005E+11,APPLETREE EARLY LEARNING PCS SOUTHEAST,District of Columbia,Total,234
2013,1.10005E+11,APPLETREE EARLY LEARNING PCS SOUTHEAST,District of Columbia,Students with disabilities served under IDEA,
2013,1.10005E+11,APPLETREE EARLY LEARNING CENTER PCS LINCOLN PARK,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10005E+11,APPLETREE EARLY LEARNING CENTER PCS LINCOLN PARK,District of Columbia,Total,66
2013,1.10005E+11,APPLETREE EARLY LEARNING CENTER PCS LINCOLN PARK,District of Columbia,Students with disabilities served under IDEA,
2013,1.10006E+11,BRIDGES PCS,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10006E+11,BRIDGES PCS,District of Columbia,Total,212
2013,1.10006E+11,BRIDGES PCS,District of Columbia,Students with disabilities served under IDEA,55
2013,1.10006E+11,EARLY CHILDHOOD ACADEMY PCS,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10006E+11,EARLY CHILDHOOD ACADEMY PCS,District of Columbia,Total,262
2013,1.10006E+11,EARLY CHILDHOOD ACADEMY PCS,District of Columbia,Students with disabilities served under IDEA,26
2013,1.10006E+11,YOUTHBUILD PCS,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10006E+11,YOUTHBUILD PCS,District of Columbia,Total,116
2013,1.10006E+11,YOUTHBUILD PCS,District of Columbia,Students with disabilities served under IDEA,8
2013,1.10006E+11,POTOMAC LIGHTHOUSE PCS,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10006E+11,POTOMAC LIGHTHOUSE PCS,District of Columbia,Total,425
2013,1.10006E+11,POTOMAC LIGHTHOUSE PCS,District of Columbia,Students with disabilities served under IDEA,38
2013,1.10006E+11,ST  COLETTA SPECIAL EDUCATION PCS,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10006E+11,ST  COLETTA SPECIAL EDUCATION PCS,District of Columbia,Total,253
2013,1.10006E+11,ST  COLETTA SPECIAL EDUCATION PCS,District of Columbia,Students with disabilities served under IDEA,246
2013,1.10007E+11,ACHIEVEMENT PREPARATORY ACADEMY PCS,District of Columbia,Students with disabilities served under Section 504,7
2013,1.10007E+11,ACHIEVEMENT PREPARATORY ACADEMY PCS,District of Columbia,Total,355
2013,1.10007E+11,ACHIEVEMENT PREPARATORY ACADEMY PCS,District of Columbia,Students with disabilities served under IDEA,
2013,1.10007E+11,ACHIEVEMENT PREPARATORY PCS-ELEMENTARY,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10007E+11,ACHIEVEMENT PREPARATORY PCS-ELEMENTARY,District of Columbia,Total,222
2013,1.10007E+11,ACHIEVEMENT PREPARATORY PCS-ELEMENTARY,District of Columbia,Students with disabilities served under IDEA,
2013,1.10007E+11,CENTER CITY CAPITOL HILL CAMPUS PCS,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10007E+11,CENTER CITY CAPITOL HILL CAMPUS PCS,District of Columbia,Total,237
2013,1.10007E+11,CENTER CITY CAPITOL HILL CAMPUS PCS,District of Columbia,Students with disabilities served under IDEA,23
2013,1.10007E+11,CENTER CITY PETWORTH CAMPUS PCS,District of Columbia,Students with disabilities served under Section 504,12
2013,1.10007E+11,CENTER CITY PETWORTH CAMPUS PCS,District of Columbia,Total,236
2013,1.10007E+11,CENTER CITY PETWORTH CAMPUS PCS,District of Columbia,Students with disabilities served under IDEA,28
2013,1.10007E+11,CENTER CITY BRIGHTWOOD CAMPUS PCS,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10007E+11,CENTER CITY BRIGHTWOOD CAMPUS PCS,District of Columbia,Total,253
2013,1.10007E+11,CENTER CITY BRIGHTWOOD CAMPUS PCS,District of Columbia,Students with disabilities served under IDEA,25
2013,1.10007E+11,CENTER CITY TRINIDAD CAMPUS PCS,District of Columbia,Students with disabilities served under Section 504,10
2013,1.10007E+11,CENTER CITY TRINIDAD CAMPUS PCS,District of Columbia,Total,227
2013,1.10007E+11,CENTER CITY TRINIDAD CAMPUS PCS,District of Columbia,Students with disabilities served under IDEA,26
2013,1.10007E+11,CENTER CITY SHAW CAMPUS PCS,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10007E+11,CENTER CITY SHAW CAMPUS PCS,District of Columbia,Total,247
2013,1.10007E+11,CENTER CITY SHAW CAMPUS PCS,District of Columbia,Students with disabilities served under IDEA,27
2013,1.10007E+11,CENTER CITY CONGRESS HEIGHTS CAMPUS PCS,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10007E+11,CENTER CITY CONGRESS HEIGHTS CAMPUS PCS,District of Columbia,Total,228
2013,1.10007E+11,CENTER CITY CONGRESS HEIGHTS CAMPUS PCS,District of Columbia,Students with disabilities served under IDEA,23
2013,1.10008E+11,EXCEL ACADEMY PCS,District of Columbia,Students with disabilities served under Section 504,5
2013,1.10008E+11,EXCEL ACADEMY PCS,District of Columbia,Total,619
2013,1.10008E+11,EXCEL ACADEMY PCS,District of Columbia,Students with disabilities served under IDEA,43
2013,1.10008E+11,WASHINGTON YU YING PCS,District of Columbia,Students with disabilities served under Section 504,15
2013,1.10008E+11,WASHINGTON YU YING PCS,District of Columbia,Total,505
2013,1.10008E+11,WASHINGTON YU YING PCS,District of Columbia,Students with disabilities served under IDEA,31
2013,1.10008E+11,NATIONAL COLLEGIATE PREP PCS,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10008E+11,NATIONAL COLLEGIATE PREP PCS,District of Columbia,Total,339
2013,1.10008E+11,NATIONAL COLLEGIATE PREP PCS,District of Columbia,Students with disabilities served under IDEA,56
2013,1.10008E+11,INSPIRED TEACHING DEMONSTRATION PCS,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10008E+11,INSPIRED TEACHING DEMONSTRATION PCS,District of Columbia,Total,267
2013,1.10008E+11,INSPIRED TEACHING DEMONSTRATION PCS,District of Columbia,Students with disabilities served under IDEA,27
2013,1.10008E+11,SHINING STARS MONTESSORI ACADEMY PCS,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10008E+11,SHINING STARS MONTESSORI ACADEMY PCS,District of Columbia,Total,90
2013,1.10008E+11,SHINING STARS MONTESSORI ACADEMY PCS,District of Columbia,Students with disabilities served under IDEA,
2013,1.10008E+11,BASIS DC PCS,District of Columbia,Students with disabilities served under Section 504,22
2013,1.10008E+11,BASIS DC PCS,District of Columbia,Total,520
2013,1.10008E+11,BASIS DC PCS,District of Columbia,Students with disabilities served under IDEA,30
2013,1.10008E+11,CREATIVE MINDS INTERNATIONAL PCS,District of Columbia,Students with disabilities served under Section 504,0
